customer_id,customer_gender,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,total_spend,age,has_loyalty_card
13141,0,0.0,1.0,0.0,2.0,27179.0,869.0,8.0,505.0,159.0,483.0,600.0,814.0,1465.0,97.0,328.0,125.0,-0.0534675436634544,2008.0,32016.0,45.0,1
13143,1,1.0,0.0,0.0,2.0,13056.0,476.0,9.0,809.0,146.0,393.0,642.0,477.0,762.0,223.0,416.0,257.0,0.0744863727395574,2021.0,17177.0,56.0,1
13144,0,0.0,0.0,0.0,2.0,12523.0,163.0,23.0,3.0,190.0,1479.0,404.0,356.0,160.0,306.0,89.0,41.0,0.1317356952761805,2028.0,15673.0,25.0,0
13145,0,2.0,1.0,2.0,2.0,9602.0,29.0,8.0,272.0,155.0,581.0,820.0,504.0,686.0,153.0,513.0,81.0,0.6995096602816593,2011.0,12629.0,32.0,1
13146,1,1.0,1.0,1.0,6.0,12777.0,798.0,8.0,1971.0,422.0,486.0,43.0,44.0,951.0,240.0,346.0,31.0,0.052245968281449,2016.0,18078.0,83.0,1
13147,0,2.0,3.0,1.0,2.0,19925.0,3485.0,14.0,1265.0,807.0,1831.0,1617.0,1751.0,1159.0,373.0,355.0,328.0,0.2671228078966346,2006.0,32568.0,47.0,1
13149,1,0.0,1.0,0.0,3.0,11990.0,936.0,6.0,1862.0,646.0,45.0,39.0,12.0,2053.0,141.0,630.0,168.0,0.1165978734176557,2019.0,18354.0,75.0,1
13150,0,0.0,0.0,1.0,4.0,27771.0,1938.0,17.0,276.0,702.0,887.0,765.0,886.0,1735.0,440.0,173.0,132.0,0.1108361653918628,2008.0,35573.0,83.0,1
13151,1,1.0,1.0,0.0,3.0,2768.0,4109.0,17.0,1975.0,432.0,432.0,61.0,45.0,1015.0,181.0,188.0,68.0,0.1010087769316611,2015.0,11206.0,46.0,1
13152,1,1.0,1.0,1.0,2.0,10761.0,2592.0,14.0,1814.0,352.0,374.0,65.0,87.0,490.0,260.0,240.0,21.0,0.1055597076279237,2014.0,17035.0,50.0,1
13153,1,0.0,0.0,0.0,1.0,9736.0,8297.0,20.0,65.0,513.0,748.0,628.0,413.0,6.0,736.0,220.0,159.0,0.1099961900388251,2012.0,25733.0,62.0,1
13154,1,1.0,1.0,1.0,5.0,18404.0,157.0,11.0,441.0,615.0,594.0,550.0,94.0,900.0,222.0,149.0,211.0,0.2445769281336126,2021.0,22126.0,65.0,0
13156,1,1.0,1.0,2.0,3.0,17432.0,4258.0,19.0,212.0,648.0,682.0,574.0,1804.0,502.0,356.0,381.0,236.0,0.9324973240579826,2011.0,26849.0,37.0,1
13157,1,1.0,0.0,0.0,2.0,7993.0,906.0,8.0,1686.0,409.0,61.0,210.0,31.0,1980.0,182.0,488.0,81.0,0.1009060681332468,2017.0,13946.0,43.0,1
13158,1,1.0,0.0,1.0,4.0,3794.0,2066.0,21.0,462.0,542.0,671.0,1112.0,402.0,834.0,296.0,369.0,278.0,1.0,2008.0,10548.0,67.0,1
13159,0,1.0,1.0,1.0,4.0,35358.0,3075.0,14.0,330.0,682.0,883.0,1548.0,666.0,1073.0,374.0,739.5,151.0,-0.0744628681624561,2011.0,44768.0,84.0,1
13161,0,1.0,2.0,0.0,2.0,13448.0,1470.0,10.0,1765.0,662.0,456.0,208.0,4.0,2205.0,18.0,176.0,151.0,0.1828215233294256,2020.0,18942.0,60.0,1
13162,0,1.0,5.0,0.0,4.0,22571.0,7020.0,9.0,844.0,1057.0,67.0,926.0,1866.0,369.0,484.0,590.0,247.0,0.06750304290819,2018.0,35794.0,64.0,1
13163,1,1.0,1.0,1.0,7.0,39047.0,464.0,8.0,453.0,511.0,247.0,899.0,1247.0,1776.0,207.0,446.0,225.0,0.3340529973010801,2010.0,59161.0,73.0,1
13165,0,2.0,1.0,2.0,3.0,5858.0,287.0,11.0,83.0,198.0,503.0,315.0,1258.0,450.0,36.0,75.0,7.0,0.5730378787718204,2015.0,9063.0,30.0,1
13166,1,1.0,0.0,1.0,1.0,29027.0,549.0,9.0,1221.0,257.0,14.0,1184.0,511.0,590.0,200.0,327.0,124.0,0.1339057995140844,2019.0,33042.0,36.0,1
13167,0,0.0,0.0,1.0,2.0,15513.0,7003.0,22.0,212.0,842.0,944.0,987.0,796.0,314.0,736.0,525.0,85.0,0.1244604830144436,2012.0,29127.0,48.0,1
13168,0,1.0,1.0,1.0,3.0,16720.0,5585.0,14.0,126.0,826.0,1200.0,1175.0,932.0,1011.0,271.0,232.0,175.0,0.1900916360084168,2013.0,28078.0,82.0,1
13169,0,0.0,0.0,0.0,2.0,12040.0,518.0,21.0,36.0,85.0,938.0,314.0,298.0,543.0,128.0,161.0,29.0,1.0,2021.0,15061.0,26.0,0
13172,1,1.0,1.0,1.0,2.0,2367.0,2062.0,21.0,1977.0,451.0,406.0,69.0,66.0,206.0,161.0,97.0,74.0,0.0826769229839534,2012.0,7862.0,85.0,1
13173,0,1.0,1.0,1.0,6.0,21968.0,1792.0,20.0,672.0,400.0,648.0,857.0,1067.0,506.0,238.0,585.0,202.0,0.2564164807657139,2021.0,28733.0,48.0,0
13174,1,1.0,1.0,1.0,3.0,25411.0,2948.0,22.0,2147.0,392.0,244.0,30.0,128.0,891.0,187.0,272.0,105.0,0.0510077232210553,2015.0,32650.0,64.0,1
13175,1,1.0,1.0,1.0,3.0,3864.0,397.0,23.0,204.0,100.0,158.0,574.0,278.0,280.0,116.0,134.0,21.0,0.5973395339702733,2012.0,6105.0,59.0,1
13176,0,0.0,0.0,1.0,6.0,1615.0,572.0,14.0,2141.0,506.0,160.0,129.0,100.0,1577.0,116.0,561.0,107.0,0.0560088391388706,2017.0,7477.0,85.0,1
13177,0,0.0,0.0,1.0,1.0,2859.0,8297.0,22.0,84.0,657.0,896.0,812.0,1276.0,37.0,736.0,464.0,41.0,0.3178735822269345,2019.0,25347.0,44.0,1
13178,1,1.0,1.0,0.0,3.0,2097.0,600.0,11.0,1736.0,542.0,473.0,47.0,35.0,720.0,161.0,191.0,64.0,0.0671104980562203,2014.0,6602.0,68.0,1
13180,0,0.0,1.0,1.0,3.0,15883.0,9.0,8.0,71.0,194.0,137.0,629.0,171.0,103.0,3.0,368.0,43.0,0.5984418756170278,2012.0,17568.0,69.0,1
13181,0,0.0,0.0,0.0,7.0,13201.0,1456.0,16.0,247.0,124.0,186.0,1350.0,907.0,569.0,351.0,532.0,218.0,0.5213610577044481,2015.0,18923.0,42.0,0
13183,0,1.0,0.0,1.0,6.0,14441.0,3550.0,18.0,368.0,786.0,360.0,1256.0,1255.0,1320.0,327.0,504.0,213.0,0.0401441442311737,2015.0,24167.0,61.0,1
13184,0,2.0,1.0,2.0,2.0,10369.0,367.0,8.0,83.0,327.0,530.0,335.0,323.0,81.0,28.0,517.0,66.0,0.3904660717988063,2023.0,12960.0,31.0,1
13185,0,2.0,1.0,1.0,3.0,10416.0,1470.0,13.0,1210.0,506.0,375.0,51.0,53.0,2215.0,151.0,549.0,73.0,0.049040913286408,2019.0,15526.0,62.0,1
13186,1,0.0,1.0,1.0,5.0,28138.0,6427.0,10.0,344.0,833.0,591.0,1180.0,972.0,2212.0,423.0,472.0,345.0,0.8237863865711403,2012.0,41592.0,59.0,1
13187,0,1.0,1.0,1.0,3.0,17332.0,1757.0,9.0,1674.0,454.0,363.0,41.0,69.0,1181.0,193.0,429.0,116.0,0.0476466147083377,2020.0,23493.0,26.0,1
13188,1,0.0,1.0,0.0,6.0,23275.0,1074.0,13.0,250.0,520.0,535.0,896.0,291.0,1111.0,239.0,134.0,126.0,0.5997576485928615,2014.0,28325.0,36.0,0
13189,1,1.0,1.0,2.0,4.0,6232.0,78.0,16.0,484.0,555.0,159.0,858.0,238.0,218.0,40.0,27.0,82.0,0.965972353171756,2021.0,8889.0,46.0,1
13190,0,0.0,0.0,0.0,7.0,16645.0,538.0,8.0,581.0,227.0,167.0,860.0,436.0,735.0,18.0,346.0,2.0,0.1585834468715428,2021.0,20553.0,42.0,1
13191,0,1.0,1.0,2.0,5.0,16026.0,660.0,13.0,298.0,472.0,207.0,732.0,276.0,289.0,246.0,54.0,189.0,0.5971413873884474,2023.0,19260.0,30.0,0
13192,1,1.0,2.0,1.0,4.0,3504.0,1135.0,14.0,155.0,116.0,498.0,337.0,197.0,681.0,130.0,564.0,252.0,0.2146318571198111,2019.0,7317.0,75.0,0
13194,1,0.0,1.0,1.0,4.0,3589.0,4680.0,8.0,257.0,780.0,831.0,1044.0,429.0,1510.0,405.0,501.0,226.0,0.6698938577469429,2014.0,14026.0,70.0,1
13195,0,4.0,0.0,0.0,1.0,31383.0,4300.0,11.0,1039.0,698.0,1910.5,1517.0,1052.0,971.0,250.0,585.0,87.0,0.0984011055581319,2014.0,44148.0,62.0,1
13196,1,4.0,4.0,3.0,2.0,12761.0,4990.0,10.0,1013.0,902.0,1012.0,1294.0,1283.0,1447.0,405.0,218.0,372.0,0.0871752038129046,2017.0,25325.0,40.0,1
13197,1,1.0,1.0,0.0,5.0,5999.0,264.0,15.0,703.0,194.0,162.0,914.0,438.0,778.0,101.0,522.0,71.0,0.3343907495589434,2014.0,10075.0,48.0,1
13198,1,0.0,0.0,2.0,1.0,10792.0,3032.0,19.0,25.0,649.0,1447.0,1241.0,1409.0,363.0,736.0,479.0,68.0,0.3928552330544417,2017.0,21064.0,45.0,1
13199,1,3.0,1.0,1.0,2.0,33352.0,5785.0,12.0,763.0,942.0,1785.0,729.0,1169.0,602.0,736.0,93.0,317.0,0.2620277760755453,2016.0,46205.0,70.0,1
13201,0,0.0,2.0,1.0,4.0,22222.0,140.0,14.0,546.0,119.0,193.0,765.0,317.0,299.0,197.0,377.0,79.0,0.9721469185224244,2011.0,25175.0,49.0,1
13202,0,1.0,1.0,1.0,3.0,1739.0,570.0,16.0,2254.0,153.0,527.0,49.0,95.0,320.0,145.0,109.0,69.0,0.1303405722277665,2009.0,5961.0,37.0,1
13203,1,0.0,0.0,1.0,3.0,13621.0,140.0,14.0,273.0,164.0,165.0,922.0,280.0,345.0,149.0,347.0,92.0,1.0,2016.0,16406.0,67.0,1
13204,1,1.0,1.0,1.0,5.0,10317.0,152.0,6.0,1860.0,582.0,96.0,34.0,64.0,2237.5,226.0,388.0,86.0,0.2752927742325028,2014.0,16117.0,44.0,1
13205,1,2.0,0.0,2.0,2.0,10205.0,524.0,9.0,154.0,344.0,856.0,377.0,555.0,275.0,113.0,202.0,60.0,0.9191507905295162,2021.0,13605.0,34.0,1
13208,0,2.0,2.0,1.0,1.0,6271.0,5394.0,10.0,765.0,643.0,1330.0,1499.0,737.0,848.0,417.0,96.0,314.0,0.3608705251871377,2013.0,18000.0,46.0,1
13209,0,1.0,0.0,0.0,3.0,10483.0,762.0,9.0,1378.0,518.0,258.0,138.0,26.0,2237.5,64.0,392.0,150.0,0.09219513867249,2017.0,16805.0,75.0,1
13210,0,1.0,0.0,0.0,4.0,18618.0,707.0,16.0,124.0,89.0,106.0,885.0,454.0,355.0,276.0,533.0,60.0,1.0,2015.0,22147.0,57.0,1
13211,0,0.0,1.0,0.0,1.0,9161.0,8297.0,19.0,55.0,658.0,1329.0,522.0,376.0,460.0,736.0,1.0,149.0,0.1562341476280005,2018.0,26883.0,38.0,1
13212,1,4.0,2.0,1.0,8.0,35748.0,4931.0,9.0,1537.0,1191.0,1238.0,1294.0,1568.0,1284.0,448.0,467.0,317.0,0.071689587741671,2009.0,49706.0,45.0,1
13213,0,0.0,3.0,0.0,8.0,15463.0,852.0,8.0,565.0,113.0,173.0,936.0,624.0,322.0,377.0,407.0,24.0,0.61068014875023,2005.0,19832.0,57.0,1
13214,0,0.0,1.0,1.0,3.0,21832.0,770.0,10.0,1731.0,484.0,55.0,195.0,14.0,2237.5,60.0,400.0,98.0,0.045690638094697,2008.0,27844.0,78.0,1
13215,0,0.0,0.0,2.0,2.0,5445.0,8297.0,15.0,167.0,524.0,1546.0,837.0,1099.0,283.0,736.0,495.0,86.0,0.0705945551360203,2016.0,24315.0,46.0,1
13217,1,1.0,1.0,1.0,2.0,8846.0,3198.0,21.0,2290.125,430.0,483.0,51.0,48.0,498.0,176.0,341.0,116.0,0.0190485096288984,2012.0,16060.0,56.0,1
13219,0,1.0,0.0,0.0,2.0,16906.0,419.0,8.0,604.0,383.0,19.0,833.0,471.0,562.0,25.0,644.0,127.0,0.2571273459625554,2011.0,20866.0,77.0,1
13220,1,1.0,3.0,1.0,7.0,1287.0,2445.0,14.0,2290.125,530.0,700.0,64.0,131.0,891.0,224.0,200.0,20.0,0.0909204225980568,2019.0,8783.0,85.0,1
13222,0,2.0,1.0,2.0,2.0,12408.0,1785.0,8.0,172.0,338.0,274.0,438.0,36.0,384.0,98.0,49.0,38.0,-0.1966032662780882,2016.0,15982.0,30.0,1
13224,0,1.0,1.0,0.0,1.0,39047.0,5187.0,14.0,695.0,212.0,1417.0,1119.0,191.0,853.0,736.0,453.0,325.0,0.573869232522971,2021.0,69229.0,26.0,0
13225,1,1.0,3.0,1.0,3.0,7834.0,1206.0,10.0,1817.0,357.0,491.0,19.0,70.0,642.0,262.0,387.0,30.0,0.0688092131399768,2025.0,13085.0,29.0,1
13226,0,1.0,2.0,0.0,3.0,39047.0,1951.0,23.0,254.0,561.0,1217.0,1230.0,1345.0,2034.0,486.0,273.0,74.0,0.3177901464018747,2012.0,51077.0,82.0,1
13227,1,2.0,1.0,1.0,6.0,29249.0,4600.0,12.0,592.0,866.0,1749.0,1248.0,1590.0,1121.0,275.0,674.0,324.0,0.2956130535927045,2008.0,41964.0,65.0,1
13229,0,2.0,1.0,2.0,1.0,16075.0,645.0,8.0,94.0,214.0,743.0,650.0,648.0,700.0,736.0,129.0,106.0,0.6234358797951725,2020.0,21116.0,31.0,1
13230,0,1.0,0.0,0.0,7.0,11024.0,1113.0,14.0,607.0,74.0,772.0,326.0,260.0,788.0,252.0,209.0,8.0,0.534457326436289,2021.0,15425.0,29.0,0
13231,0,2.0,1.0,2.0,3.0,12599.0,311.0,6.0,158.0,261.0,702.0,502.0,399.0,275.0,185.0,476.0,15.0,1.0,2019.0,15868.0,31.0,1
13232,0,1.0,1.0,1.0,2.0,18826.0,3523.0,20.0,2064.0,335.0,331.0,43.0,211.0,1063.0,301.0,420.0,22.0,0.072645743596852,2017.0,27117.0,77.0,1
13233,0,4.0,0.0,1.0,3.0,38602.0,3830.0,12.0,471.0,1199.0,1611.0,1639.0,910.0,959.0,520.0,392.0,375.0,0.1682531977034496,2015.0,49662.0,66.0,1
13234,1,1.0,1.0,2.0,1.0,9915.0,2267.0,15.0,2290.125,628.0,314.0,66.0,511.0,427.0,206.0,393.0,6.0,0.1067963715198967,2009.0,16733.0,84.0,1
13235,0,3.0,1.0,1.0,1.0,15177.0,2901.0,14.0,2056.0,316.0,481.0,42.0,5.0,456.0,221.0,132.0,58.0,0.0269583968242031,2013.0,21787.0,55.0,1
13236,1,6.0,3.0,2.0,2.0,19267.0,5722.0,13.0,1173.0,529.0,1047.0,1761.0,1136.0,595.0,545.0,525.0,349.0,0.0400887067674599,2017.0,32300.0,64.0,1
13239,0,0.0,1.0,1.0,1.0,20187.0,1120.0,23.0,1548.0,88.0,147.0,708.0,367.0,240.0,58.0,731.0,77.0,0.5697306418412018,2004.0,25194.0,65.0,1
13240,0,2.0,0.0,2.0,2.0,12204.0,2241.0,8.0,210.0,310.0,447.0,456.0,685.0,784.0,114.0,113.0,45.0,0.6714086030480467,2020.0,17564.0,28.0,1
13241,0,1.0,1.0,1.0,3.0,14829.0,1966.0,11.0,471.0,644.0,399.0,237.0,155.0,1510.0,162.0,601.0,36.0,0.2498760065690999,2015.0,20503.0,47.0,1
13242,1,5.0,2.0,2.0,1.0,34423.0,4770.0,16.0,1079.0,980.0,1597.0,1389.0,1314.0,1420.0,484.0,346.0,187.0,0.2735982867661908,2012.0,47802.0,36.0,1
13244,0,0.0,1.0,0.0,6.0,21741.0,1269.0,6.0,121.0,502.0,216.0,564.0,513.0,949.0,203.0,192.0,43.0,0.1721342838441804,2021.0,26270.0,46.0,0
13245,1,1.0,0.0,1.0,3.0,11489.0,1698.0,12.0,2213.0,407.0,316.0,33.0,98.0,220.0,271.0,322.0,151.0,0.1947324579002523,2011.0,17067.0,48.0,1
13246,0,2.0,2.0,0.0,4.0,8914.0,584.0,12.0,1689.0,639.0,227.0,220.0,130.0,2169.0,191.0,718.0,128.0,0.1915626558502113,2017.0,15481.0,74.0,1
13247,1,1.0,1.0,1.0,2.0,8995.0,1064.0,12.0,997.0,679.0,1507.0,292.0,1151.0,866.0,589.0,250.0,168.0,0.2900928137224454,2021.0,16390.0,58.0,0
13248,1,2.0,1.0,1.0,4.0,39047.0,354.0,15.0,369.0,780.0,1081.0,984.0,1118.0,1155.0,157.0,450.0,166.0,0.3354522815406756,2010.0,47482.0,75.0,1
13249,1,1.0,1.0,0.0,2.0,27691.0,1506.0,8.0,812.0,431.0,500.0,1002.0,1200.0,1203.0,39.0,442.0,162.0,0.1913487953855417,2012.0,34826.0,65.0,1
13250,1,2.0,0.0,2.0,2.0,13773.0,597.0,10.0,233.0,130.0,749.0,482.0,693.0,102.0,87.0,354.0,49.0,1.0,2025.0,17200.0,28.0,1
13252,1,2.0,4.0,2.0,2.0,15498.0,5832.0,11.0,378.0,558.0,721.0,1580.0,1398.0,944.0,220.0,357.0,251.0,0.2057769631495775,2021.0,27486.0,34.0,1
13253,1,1.0,1.0,1.0,4.0,2220.0,1247.0,15.0,1228.0,833.0,196.0,374.0,199.0,2237.5,736.0,609.0,55.0,0.1981221218186226,2018.0,11089.0,52.0,1
13254,0,1.0,1.0,1.0,4.0,39047.0,3095.0,17.0,337.0,887.0,385.0,899.0,901.0,1250.0,323.0,226.0,183.0,-0.0267243765831326,2010.0,57197.0,77.0,1
13255,1,1.0,0.0,0.0,2.0,15413.0,8297.0,23.0,113.0,709.0,1354.0,977.0,1899.0,102.0,736.0,249.0,186.0,0.225375321079404,2017.0,33986.0,49.0,1
13256,0,2.0,2.0,1.0,3.0,22898.0,5147.0,14.0,339.0,747.0,471.0,1151.0,1087.0,1730.0,416.0,343.0,285.0,0.9710150523201888,2004.0,34329.0,52.0,1
13257,1,1.0,1.0,1.0,3.0,20293.0,1889.0,8.0,2290.125,794.0,294.0,73.0,59.0,941.0,276.0,435.0,16.0,0.151652034655315,2013.0,27650.0,37.0,1
13258,1,1.0,1.0,1.0,3.0,23888.0,2035.0,14.0,233.0,704.0,804.0,1079.0,1591.0,154.0,346.0,298.0,244.0,0.7720827429053784,2014.0,31132.0,40.0,1
13259,1,1.0,0.0,1.0,3.0,7407.0,561.0,18.0,2008.0,367.0,571.0,27.0,51.0,679.0,181.0,128.0,128.0,0.2394492208095545,2013.0,11980.0,61.0,1
13260,1,1.0,1.0,0.0,1.0,12594.0,1229.0,7.0,342.0,340.0,462.0,819.0,880.0,981.0,65.0,192.0,213.0,0.3888471517444892,2017.0,17904.0,51.0,1
13262,1,0.0,0.0,1.0,4.0,27549.0,1540.0,21.0,733.0,27.0,488.0,1121.0,299.0,213.0,37.0,296.0,81.0,0.2329886844643054,2018.0,32303.0,78.0,0
13263,0,1.0,1.0,1.0,4.0,10934.0,964.0,9.0,1162.0,534.0,284.0,156.0,53.0,1896.0,29.0,554.0,143.0,0.1871022880461578,2014.0,16566.0,51.0,1
13264,0,1.0,1.0,0.0,1.0,9861.0,1789.0,13.0,1991.0,584.0,342.0,74.0,114.0,463.0,132.0,258.0,181.0,0.0878868996426596,2014.0,15608.0,58.0,1
13265,1,0.0,1.0,0.0,4.0,10195.0,1002.0,8.0,1554.0,346.0,113.0,35.0,74.0,1754.0,246.0,577.0,52.0,0.1567422725713647,2013.0,15896.0,42.0,1
13266,1,2.0,0.0,2.0,2.0,8408.0,264.0,10.0,212.0,72.0,148.0,388.0,687.0,62.0,114.0,313.0,94.0,0.7644191330339934,2015.0,10668.0,34.0,1
13268,0,4.0,0.0,1.0,2.0,18920.0,17.0,12.0,1983.0,318.0,279.0,2.0,52.0,1651.0,102.0,396.0,109.0,0.1648275577478885,2014.0,23720.0,75.0,1
13269,0,1.0,2.0,1.0,4.0,12637.0,337.0,15.0,1121.0,556.0,157.0,107.0,108.0,1945.0,200.0,620.0,26.0,0.0953153606680999,2020.0,17788.0,36.0,1
13270,0,1.0,1.0,0.0,1.0,16036.0,546.0,6.0,637.0,264.0,47.0,1031.0,812.0,988.0,252.0,466.0,104.0,0.1540999820705219,2016.0,21079.0,45.0,0
13271,1,1.0,0.0,1.0,3.0,6830.0,61.0,9.0,79.0,58.0,168.0,703.0,126.0,545.0,90.0,336.0,73.0,0.6878964364077829,2013.0,8996.0,69.0,1
13272,1,1.0,1.0,1.0,4.0,22260.0,32.0,14.0,192.0,139.0,232.0,939.0,511.0,398.0,536.0,161.0,31.0,0.8578390773328246,2014.0,24889.0,63.0,1
13273,0,1.0,1.0,1.0,2.0,11712.0,666.0,12.0,2208.0,291.0,331.0,33.0,13.0,97.0,109.0,212.0,135.0,0.0680951364095676,2014.0,15672.0,82.0,1
13274,1,0.0,1.0,2.0,6.0,13627.0,689.0,16.0,306.0,498.0,1125.0,648.0,691.0,191.0,19.0,346.0,26.0,0.3438739324276523,2014.0,18140.0,47.0,0
13276,0,1.0,0.0,1.0,4.0,6376.0,4787.0,8.0,1551.0,595.0,2.0,134.0,42.0,2231.0,251.0,714.0,62.0,0.2770635763717142,2015.0,16683.0,71.0,1
13277,0,1.0,0.0,2.0,5.0,10916.0,70.0,14.0,102.0,107.0,139.0,529.0,412.0,534.0,251.0,300.0,57.0,0.7370531710548558,2021.0,13360.0,85.0,1
13279,1,0.0,0.0,0.0,2.0,8079.0,6120.0,22.0,40.0,507.0,865.0,837.0,1217.0,180.0,736.0,170.0,271.0,0.3206061888030077,2017.0,19717.0,85.0,1
13280,0,1.0,2.0,1.0,1.0,7261.0,2318.0,8.0,208.0,336.0,331.0,777.0,998.0,782.0,82.0,241.0,34.0,0.0164066827906976,2010.0,13334.0,84.0,1
13283,0,1.0,1.0,2.0,2.0,7901.0,2794.0,12.0,2100.0,269.0,375.0,13.0,170.0,977.0,178.0,273.0,86.0,0.0501133443703693,2018.0,15050.0,68.0,1
13284,1,1.0,1.0,2.0,3.0,7579.0,7318.0,12.0,237.0,968.0,534.0,738.0,1272.0,1743.0,287.0,468.0,80.0,0.4224998981066506,2006.0,21144.0,45.0,1
13285,0,2.0,0.0,2.0,2.0,10343.0,304.0,11.0,123.0,161.0,641.0,488.0,167.0,65.0,96.0,612.0,89.0,0.894079017423774,2021.0,13000.0,29.0,1
13286,1,2.0,4.0,0.0,1.0,13975.0,5148.0,9.0,871.0,979.0,1910.5,1524.0,1722.0,714.0,372.0,83.0,415.0,0.0992651286265449,2012.0,27428.0,85.0,1
13287,1,4.0,2.0,3.0,3.0,17912.0,1176.0,11.0,499.0,566.0,417.0,1165.0,1045.0,887.0,189.0,564.0,65.0,0.5453397646876431,2015.0,24420.0,65.0,1
13288,1,0.0,2.0,0.0,2.0,14184.0,771.0,9.0,616.0,264.0,191.0,675.0,756.0,679.0,289.0,411.0,121.0,0.237332806965564,2006.0,18836.0,78.0,1
13289,0,0.0,1.0,0.0,3.0,18193.0,566.0,9.0,384.0,94.0,130.0,801.0,310.0,26.0,385.0,204.0,38.0,1.0,2014.0,21093.0,62.0,1
13290,1,0.0,0.0,0.0,2.0,9353.0,4807.0,12.0,2.0,37.0,1143.0,583.0,431.0,659.0,279.0,62.0,42.0,1.0,2029.0,17356.0,25.0,0
13292,1,1.0,1.0,0.0,1.0,822.0,3853.0,13.0,2134.0,523.0,398.0,729.0,43.0,807.0,263.0,330.0,43.0,0.1216119032746074,2018.0,9173.0,85.0,1
13293,1,1.0,0.0,1.0,4.0,12018.0,3337.0,15.0,1306.0,441.0,563.0,498.0,606.0,244.0,215.0,510.0,158.0,0.6622354560856939,2021.0,19738.0,82.0,0
13294,1,1.0,0.0,1.0,5.0,13621.0,260.0,11.0,253.0,792.0,184.0,698.0,33.0,723.0,59.0,500.0,82.0,0.4661925276274969,2001.0,17123.0,73.0,1
13295,0,1.0,1.0,1.0,3.0,10225.0,349.0,12.0,395.0,141.0,118.0,958.0,526.0,631.0,63.0,369.0,1.0,1.0,2021.0,13775.0,61.0,1
13296,0,0.0,1.0,2.0,2.0,9072.0,6008.0,12.0,91.0,500.0,1088.0,903.0,796.0,348.0,736.0,324.0,56.0,0.1957193849733506,2015.0,20338.0,70.0,1
13297,0,1.0,0.0,2.0,3.0,31431.0,2212.0,20.0,166.0,443.0,554.0,621.0,94.0,127.0,129.0,453.0,251.0,0.7421941332622084,2013.0,36230.0,41.0,0
13298,1,1.0,0.0,1.0,4.0,16138.0,3887.0,16.0,458.0,725.0,798.0,1052.0,195.0,585.0,101.0,514.0,193.0,0.1588717314672882,2016.0,24453.0,72.0,0
13299,1,0.0,1.0,0.0,1.0,21984.0,1283.0,8.0,899.0,202.0,125.0,1676.0,1040.0,467.0,217.0,254.0,216.0,0.0081765913349174,2015.0,28147.0,64.0,1
13300,0,1.0,0.0,1.0,2.0,18768.0,1463.0,9.0,399.0,421.0,364.0,749.0,954.0,168.0,4.0,436.0,361.0,0.0385851394512766,2018.0,23726.0,27.0,0
13301,1,1.0,1.0,1.0,1.0,25890.0,939.0,9.0,223.0,211.0,247.0,479.0,694.0,817.0,223.0,327.0,190.0,0.03531235285493,2014.0,29500.0,62.0,1
13302,0,3.0,2.0,0.0,3.0,21320.0,4955.0,10.0,86.0,962.0,1061.0,1457.0,984.0,715.0,379.0,485.0,363.0,0.1848649424758834,1993.0,32404.0,60.0,1
13303,1,1.0,1.0,2.0,5.0,25868.0,2628.0,19.0,806.0,421.0,254.0,808.0,4.0,753.0,228.0,568.0,285.0,0.4263809345301676,2020.0,32338.0,45.0,0
13304,0,0.0,0.0,1.0,3.0,9000.0,537.0,15.0,447.0,120.0,125.0,1126.0,168.0,353.0,49.0,302.0,50.0,1.0,2012.0,12227.0,78.0,1
13305,1,5.0,5.0,1.0,8.0,30861.0,5654.0,9.0,729.0,488.0,1275.0,1501.0,1577.0,60.0,187.0,58.0,342.0,0.2080967545148463,2014.0,42390.0,34.0,1
13307,0,1.0,1.0,1.0,5.0,32579.0,5324.0,8.0,261.0,699.0,537.0,673.0,535.0,193.0,272.0,113.0,199.0,0.0248366954643328,2007.0,41186.0,62.0,1
13308,1,1.0,1.0,1.0,5.0,9768.0,1155.0,23.0,317.0,652.0,846.0,514.0,683.0,2056.0,199.0,293.0,160.0,-0.1290110490407486,2004.0,16483.0,73.0,1
13309,0,1.0,1.0,3.0,5.0,843.0,4245.0,14.0,1953.0,455.0,502.0,35.0,63.0,184.0,223.0,353.0,119.0,0.0296087503198235,2014.0,8633.0,53.0,1
13310,1,0.0,1.0,1.0,5.0,39047.0,5592.0,11.0,264.0,975.0,912.0,1116.0,566.0,915.0,399.0,293.0,259.0,0.5804469318639066,2021.0,56279.0,33.0,1
13313,0,1.0,1.0,1.0,2.0,18356.0,3582.0,14.0,2018.0,482.0,461.0,30.0,79.0,596.0,202.0,182.0,103.0,0.187052393169167,2017.0,25988.0,62.0,1
13314,1,1.0,1.0,1.0,1.0,13107.0,1434.0,23.0,2161.0,315.0,330.0,70.0,37.0,755.0,265.0,254.0,70.0,0.0495878201292344,2028.0,18728.0,25.0,1
